[sound:4c-s-同日に会議があります。.mp3]	<b>同日に会議があります。</b> <br> どうじつにかいぎがあります。 <br><br> (同日) <br> There is a meeting on the same day.
[sound:4c-s-次はあなたの出番です。.mp3]	<b>次はあなたの出番です。</b> <br> わたしはいつもにばんをえらびます。 <br><br> (出番) <br> I always choose number two.
[sound:4c-s-私はいつも二番を選びます。.mp3]	<b>私はいつも二番を選びます。</b> <br> そのぷろじぇくとはだいきぼなものです。 <br><br> (二番) <br> The project is on a large scale.
[sound:4c-s-そのプロジェクトは大規模なものです。.mp3]	<b>そのプロジェクトは大規模なものです。</b> <br> しんきのこきゃくがふえています。 <br><br> (大規模) <br> The number of new customers is increasing.
[sound:4c-s-新規の顧客が増えています。.mp3]	<b>新規の顧客が増えています。</b> <br> このがっこうにはきびしいきそくがあります。 <br><br> (新規) <br> This school has strict rules.
[sound:4c-s-この学校には厳しい規則があります。.mp3]	<b>この学校には厳しい規則があります。</b> <br> このせいひんはこくさいきかくにじゅんきょしています。 <br><br> (規則) <br> This product meets international standards.
[sound:4c-s-この製品は国際規格に準拠しています。.mp3]	<b>この製品は国際規格に準拠しています。</b> <br> しゅじゅつはぶじにおわりました。 <br><br> (規格) <br> The surgery went smoothly.
[sound:4c-s-手術は無事に終わりました。.mp3]	<b>手術は無事に終わりました。</b> <br> びじゅつかんにはおおくのすばらしいかいががあります。 <br><br> (手術) <br> The art museum has many wonderful paintings.
[sound:4c-s-美術館には多くの素晴らしい絵画があります。.mp3]	<b>美術館には多くの素晴らしい絵画があります。</b> <br> かれのせんじゅつはひじょうにこうかてきです。 <br><br> (美術館) <br> His tactics are very effective.
[sound:4c-s-彼の戦術は非常に効果的です。.mp3]	<b>彼の戦術は非常に効果的です。</b> <br> そのぎじゅつしゃはさいしんのてくのろじーにせいつうしています。 <br><br> (戦術) <br> The engineer is well-versed in the latest technology.
[sound:4c-s-その技術者は最新のテクノロジーに精通しています。.mp3]	<b>その技術者は最新のテクノロジーに精通しています。</b> <br> かいごしせつではたらいています。 <br><br> (技術者) <br> I work at a nursing home.
[sound:4c-s-介護施設で働いています。.mp3]	<b>介護施設で働いています。</b> <br> かんごしはかんじゃをていねいにみまもっています。 <br><br> (介護) <br> The nurse is carefully watching over the patient.
[sound:4c-s-看護師は患者を丁寧に見守っています。.mp3]	<b>看護師は患者を丁寧に見守っています。</b> <br> かれはべんごにんとしてほうていにたちました。 <br><br> (看護) <br> He stood in court as the defense attorney.
[sound:4c-s-彼は弁護人として法廷に立ちました。.mp3]	<b>彼は弁護人として法廷に立ちました。</b> <br> かれはごけんかつどうにさんかしています。 <br><br> (弁護) <br> He is participating in constitutional protection activities.
[sound:4c-s-彼は護憲活動に参加しています。.mp3]	<b>彼は護憲活動に参加しています。</b> <br> はくぶつかんでびじゅつひんのてんじがおこなわれています。 <br><br> (護憲) <br> An exhibition of art pieces is being held at the museum.
[sound:4c-s-博物館で美術品の展示が行われています。.mp3]	<b>博物館で美術品の展示が行われています。</b> <br> さんちょうからのてんぼうはすばらしいです。 <br><br> (展示) <br> The view from the mountaintop is magnificent.
[sound:4c-s-山頂からの展望は素晴らしいです。.mp3]	<b>山頂からの展望は素晴らしいです。</b> <br> そのがかのてんらんかいはだいせいきょうでした。 <br><br> (展望) <br> The artist's exhibition was a huge success.
[sound:4c-s-その画家の展覧会は大盛況でした。.mp3]	<b>その画家の展覧会は大盛況でした。</b> <br> かれはらいげつ、こてんをひらきます。 <br><br> (展覧会) <br> He will hold a solo exhibition next month.
[sound:4c-s-彼は来月、個展を開きます。.mp3]	<b>彼は来月、個展を開きます。</b> <br> かのじょはひじょうにせっきょくてきなたいどをとっています。 <br><br> (個展) <br> She is taking a very proactive attitude.
[sound:4c-s-彼女は非常に積極的な態度を取っています。.mp3]	<b>彼女は非常に積極的な態度を取っています。</b> <br> そのたいはとてもじょうひんでした。 <br><br> (態度) <br> The manner was very elegant.
[sound:4c-s-その態はとても上品でした。.mp3]	<b>その態はとても上品でした。</b> <br> あたらしいたいせいにたいおうするために、そしきはへんかくをおこないました。 <br><br> (態) <br> The organization underwent changes to adapt to the new structure.
[sound:4c-s-新しい態勢に対応するために、組織は変革を行いました。.mp3]	<b>新しい態勢に対応するために、組織は変革を行いました。</b> <br> このしょうひんはたようなけいたいではんばいされています。 <br><br> (態勢) <br> This product is sold in various forms.
[sound:4c-s-この商品は多様な形態で販売されています。.mp3]	<b>この商品は多様な形態で販売されています。</b> <br> はんどうたいぎじゅつはげんだいのでんしききにかかせません。 <br><br> (形態) <br> Semiconductor technology is indispensable for modern electronics.
[sound:4c-s-半導体技術は現代の電子機器に欠かせません。.mp3]	<b>半導体技術は現代の電子機器に欠かせません。</b> <br> かれはぷろじぇくとのしゅどうけんをにぎっています。 <br><br> (半導体) <br> He has control over the leadership of the project.
[sound:4c-s-彼はプロジェクトの主導権を握っています。.mp3]	<b>彼はプロジェクトの主導権を握っています。</b> <br> そのかんばんはほうもんしゃをかいじょうへゆうどうします。 <br><br> (主導権) <br> The sign directs visitors to the venue.
[sound:4c-s-その看板は訪問者を会場へ誘導します。.mp3]	<b>その看板は訪問者を会場へ誘導します。</b> <br> ちょうでんどうぎじゅつはしょうらいのでんりょくきょうきゅうにかくめいをもたらすかもしれません。 <br><br> (誘導) <br> Superconducting technology may revolutionize future power supply.
[sound:4c-s-超電導技術は将来の電力供給に革命をもたらすかもしれません。.mp3]	<b>超電導技術は将来の電力供給に革命をもたらすかもしれません。</b> <br> ちょうせんみんしゅしゅぎじんみんきょうわこくは、ほくとうアジアにいちしています。 <br><br> (超電導) <br> The Democratic People's Republic of Korea is located in Northeast Asia.
[sound:4c-s-朝鮮民主主義人民共和国は、北東アジアに位置しています。.mp3]	<b>朝鮮民主主義人民共和国は、北東アジアに位置しています。</b> <br> ちょうせんはんとうは、ちゅうごくとにほんのあいだにあります。 <br><br> (朝鮮民主主義人民共和国) <br> The Korean Peninsula lies between China and Japan.
[sound:4c-s-朝鮮半島は中国と日本の間にあります。.mp3]	<b>朝鮮半島は中国と日本の間にあります。</b> <br> かれのきおくはせんめいです。 <br><br> (朝鮮半島) <br> His memory is vivid.
[sound:4c-s-彼の記憶は鮮明です。.mp3]	<b>彼の記憶は鮮明です。</b> <br> しんせんなさかなをたべました。 <br><br> (鮮明) <br> I ate fresh fish.
[sound:4c-s-新鮮な魚を食べました。.mp3]	<b>新鮮な魚を食べました。</b> <br> じしんにそなえてひじょうしょくをじゅんびしました。 <br><br> (新鮮) <br> I prepared emergency food in preparation for an earthquake.
[sound:4c-s-地震に備えて非常食を準備しました。.mp3]	<b>地震に備えて非常食を準備しました。</b> <br> けいびいんはたてもののまわりをじゅんかいしています。 <br><br> (備える) <br> The security guard is patrolling around the building.
[sound:4c-s-警備員は建物の周りを巡回しています。.mp3]	<b>警備員は建物の周りを巡回しています。</b> <br> しゅびのせんしゅはよくぼーるをとめました。 <br><br> (警備) <br> The defensive player stopped the ball well.
[sound:4c-s-守備の選手はよくボールを止めました。.mp3]	<b>守備の選手はよくボールを止めました。</b> <br> よびのでんちをかばんにいれておきました。 <br><br> (守備) <br> I put spare batteries in my bag.
[sound:4c-s-予備の電池をカバンに入れておきました。.mp3]	<b>予備の電池をカバンに入れておきました。</b> <br> きょうはざいたくきんむをしています。 <br><br> (予備) <br> I’m working from home today.
[sound:4c-s-今日は在宅勤務をしています。.mp3]	<b>今日は在宅勤務をしています。</b> <br> かたくそうさくがおこなわれました。 <br><br> (在宅) <br> A home search was conducted.
[sound:4c-s-家宅捜索が行われました。.mp3]	<b>家宅捜索が行われました。</b> <br> このちいきはしずかなじゅうたくちです。 <br><br> (家宅) <br> This area is a quiet residential neighborhood.
[sound:4c-s-この地域は静かな住宅地です。.mp3]	<b>この地域は静かな住宅地です。</b> <br> あたらしいたくちがかいはつされています。 <br><br> (住宅地) <br> New housing lots are being developed.
[sound:4c-s-新しい宅地が開発されています。.mp3]	<b>新しい宅地が開発されています。</b> <br> じこによってそんがいがはっせいしました。 <br><br> (宅地) <br> Damage occurred due to the accident.
[sound:4c-s-事故によって損害が発生しました。.mp3]	<b>事故によって損害が発生しました。</b> <br> しょうがいしゃのためのしせつがふえています。 <br><br> (損害) <br> Facilities for people with disabilities are increasing.
[sound:4c-s-障害者のための施設が増えています。.mp3]	<b>障害者のための施設が増えています。</b> <br> こうがいがとしのかんきょうにえいきょうをあたえています。 <br><br> (障害者) <br> Pollution is affecting the urban environment.
[sound:4c-s-公害が都市の環境に影響を与えています。.mp3]	<b>公害が都市の環境に影響を与えています。</b> <br> そのじこのひがいしゃはびょういんにはこばれました。 <br><br> (公害) <br> The victims of the accident were taken to the hospital.
[sound:4c-s-その事故の被害者は病院に運ばれました。.mp3]	<b>その事故の被害者は病院に運ばれました。</b> <br> かれはわたしのいけんにはいりょしてくれました。 <br><br> (被害者) <br> He showed consideration for my opinion.
[sound:4c-s-彼は私の意見に配慮してくれました。.mp3]	<b>彼は私の意見に配慮してくれました。</b> <br> ことしのかぶのはいとうはよそうよりたかかったです。 <br><br> (配慮) <br> This year’s dividend from stocks was higher than expected.
[sound:4c-s-今年の株の配当は予想より高かったです。.mp3]	<b>今年の株の配当は予想より高かったです。</b> <br> かれのけはいをかんじました。 <br><br> (配当) <br> I sensed his presence.
[sound:4c-s-彼の気配を感じました。.mp3]	<b>彼の気配を感じました。</b> <br> かぐをへやにてきせつにはいちしました。 <br><br> (気配) <br> I arranged the furniture appropriately in the room.
[sound:4c-s-家具を部屋に適切に配置しました。.mp3]	<b>家具を部屋に適切に配置しました。</b> <br> たいかいのゆうしょうしゃにはふくしょうがじゅよされます。 <br><br> (配置) <br> The winner of the tournament will receive a secondary prize.
[sound:4c-s-大会の優勝者には副賞が授与されます。.mp3]	<b>大会の優勝者には副賞が授与されます。</b> <br> このえいがにはふくだいがあります。 <br><br> (副賞) <br> This movie has a subtitle.
[sound:4c-s-この映画には副題があります。.mp3]	<b>この映画には副題があります。</b> <br> かがくはんのうのふくさんぶつとしてガスがはっせいしました。 <br><br> (副題) <br> A gas was produced as a byproduct of the chemical reaction.
[sound:4c-s-化学反応の副産物としてガスが発生しました。.mp3]	<b>化学反応の副産物としてガスが発生しました。</b> <br> こだいのふくそうひんがはっくつされました。 <br><br> (副産物) <br> Ancient burial items were excavated.
[sound:4c-s-古代の副葬品が発掘されました。.mp3]	<b>古代の副葬品が発掘されました。</b> <br> このもんだいをけいさんしてといてください。 <br><br> (副葬品) <br> Please calculate and solve this problem.
[sound:4c-s-この問題を計算して解いてください。.mp3]	<b>この問題を計算して解いてください。</b> <br> せいふはほせいよさんをはっぴょうしました。 <br><br> (計算) <br> The government announced a supplementary budget.
[sound:4c-s-政府は補正予算を発表しました。.mp3]	<b>政府は補正予算を発表しました。</b> <br> せいこうするこうさんはたかいです。 <br><br> (補正予算) <br> The probability of success is high.
[sound:4c-s-成功する公算は高いです。.mp3]	<b>成功する公算は高いです。</b> <br> そのひようはがいさんでけいさんされました。 <br><br> (公算) <br> The cost was estimated roughly.
[sound:4c-s-その費用は概算で計算されました。.mp3]	<b>その費用は概算で計算されました。</b> <br> かんきょうもんだいをじゅうしするべきです。 <br><br> (概算) <br> We should place importance on environmental issues.
[sound:4c-s-環境問題を重視するべきです。.mp3]	<b>環境問題を重視するべきです。</b> <br> そのてれびばんぐみのしちょうりつはたかかったです。 <br><br> (重視) <br> The TV show had high viewership ratings.
[sound:4c-s-そのテレビ番組の視聴率は高かったです。.mp3]	<b>そのテレビ番組の視聴率は高かったです。</b> <br> しやをひろげることがたいせつです。 <br><br> (視聴率) <br> It is important to broaden your perspective.
[sound:4c-s-視野を広げることが大切です。.mp3]	<b>視野を広げることが大切です。</b> <br> あたらしいしせつのしさつがおこなわれました。 <br><br> (視野) <br> A site inspection of the new facility was conducted.
[sound:4c-s-新しい施設の視察が行われました。.mp3]	<b>新しい施設の視察が行われました。</b> <br> このちいきではきつえんをきんしするじょうれいがあります。 <br><br> (視察) <br> There is a law prohibiting smoking in this area.
[sound:4c-s-この地域では喫煙を禁止する条例があります。.mp3]	<b>この地域では喫煙を禁止する条例があります。</b> <br> じょうけんつきでしょうにんがえられました。 <br><br> (条例) <br> Approval was granted with conditions.
[sound:4c-s-条件付きで承認が得られました。.mp3]	<b>条件付きで承認が得られました。</b> <br> むじょうけんでけいやくがむすばれました。 <br><br> (条件付き) <br> The contract was signed unconditionally.
[sound:4c-s-無条件で契約が結ばれました。.mp3]	<b>無条件で契約が結ばれました。</b> <br> ろうどうじょうけんのかいぜんがもとめられています。 <br><br> (無条件) <br> Improvement in labor conditions is being demanded.
[sound:4c-s-労働条件の改善が求められています。.mp3]	<b>労働条件の改善が求められています。</b> <br> しんかんせんはとうきょうとおおさかをむすんでいます。 <br><br> (労働条件) <br> The Shinkansen connects Tokyo and Osaka.
[sound:4c-s-新幹線は東京と大阪を結んでいます。.mp3]	<b>新幹線は東京と大阪を結んでいます。</b> <br> このもんだいはそしきのこんかんにかかわります。 <br><br> (新幹線) <br> This issue is related to the core of the organization.
[sound:4c-s-この問題は組織の根幹に関わります。.mp3]	<b>この問題は組織の根幹に関わります。</b> <br> かんせんどうろはこうつうのようしょです。 <br><br> (根幹) <br> Main roads are key points in transportation.
[sound:4c-s-幹線道路は交通の要所です。.mp3]	<b>幹線道路は交通の要所です。</b> <br> しゅかんがかいぎをしんこうしています。 <br><br> (幹線) <br> The head of the department is leading the meeting.
[sound:4c-s-主幹が会議を進行しています。.mp3]	<b>主幹が会議を進行しています。</b> <br> かれのどくとくなすたいるがめをひきます。 <br><br> (主幹) <br> His unique style catches the eye.
[sound:4c-s-彼の独特なスタイルが目を引きます。.mp3]	<b>彼の独特なスタイルが目を引きます。</b> <br> そのくにはどくりつこくとしてみとめられています。 <br><br> (独特) <br> That country is recognized as an independent nation.
[sound:4c-s-その国は独立国として認められています。.mp3]	<b>その国は独立国として認められています。</b> <br> とうどくはれいせんじだいのどいつのいちぶでした。 <br><br> (独立国) <br> East Germany was part of Germany during the Cold War.
[sound:4c-s-東独は冷戦時代のドイツの一部でした。.mp3]	<b>東独は冷戦時代のドイツの一部でした。</b> <br> どくさいしゃはけんりょくをもちつづけています。 <br><br> (東独) <br> The dictator continues to hold power.
[sound:4c-s-独裁者は権力を持ち続けています。.mp3]	<b>独裁者は権力を持ち続けています。</b> <br> けいかいをおこたることはきけんです。 <br><br> (独裁) <br> Neglecting vigilance is dangerous.
[sound:4c-s-警戒を怠ることは危険です。.mp3]	<b>警戒を怠ることは危険です。</b> <br> けいさつちょうはちあんをまもるせきにんがあります。 <br><br> (警戒) <br> The National Police Agency is responsible for maintaining public order.
[sound:4c-s-警察庁は治安を守る責任があります。.mp3]	<b>警察庁は治安を守る責任があります。</b> <br> けいびいんがいりぐちでちぇっくをおこなっています。 <br><br> (警察庁) <br> Security guards are conducting checks at the entrance.
[sound:4c-s-警備員が入り口でチェックを行っています。.mp3]	<b>警備員が入り口でチェックを行っています。</b> <br> けいかんがこうつうのしどうをおこなっています。 <br><br> (警備) <br> The police officer is directing traffic.
[sound:4c-s-警官が交通の指導を行っています。.mp3]	<b>警官が交通の指導を行っています。</b> <br> おうぞくはきゅうでんにすんでいます。 <br><br> (警官) <br> The royal family lives in the palace.
[sound:4c-s-王族は宮殿に住んでいます。.mp3]	<b>王族は宮殿に住んでいます。</b> <br> しきゅうはじょせいのせいしょくきのいちぶです。 <br><br> (宮殿) <br> The uterus is part of the female reproductive system.
[sound:4c-s-子宮は女性の生殖器の一部です。.mp3]	<b>子宮は女性の生殖器の一部です。</b> <br> きゅうちゅうでおおきなぎしきがおこなわれました。 <br><br> (子宮) <br> A grand ceremony was held in the imperial court.
[sound:4c-s-宮中で大きな儀式が行われました。.mp3]	<b>宮中で大きな儀式が行われました。</b> <br> とうぐうはこうたいしのきょじゅうちです。 <br><br> (宮中) <br> The Crown Prince's residence is in the Eastern Palace.
[sound:4c-s-東宮は皇太子の居住地です。.mp3]	<b>東宮は皇太子の居住地です。</b> <br> じけんのしんそうがきゅうめいされています。 <br><br> (東宮) <br> The truth behind the incident is being investigated.
[sound:4c-s-事件の真相が究明されています。.mp3]	<b>事件の真相が究明されています。</b> <br> けんきゅういんはあたらしいじっけんをおこなっています。 <br><br> (究明) <br> The researcher is conducting a new experiment.
[sound:4c-s-研究員は新しい実験を行っています。.mp3]	<b>研究員は新しい実験を行っています。</b> <br> わたしはぶつりのけんきゅうしつではたらいています。 <br><br> (研究員) <br> I work in the physics lab.
[sound:4c-s-私は物理の研究室で働いています。.mp3]	<b>私は物理の研究室で働いています。</b> <br> かれはれきしけんきゅうかとしてちょめいです。 <br><br> (研究室) <br> He is renowned as a historian.
[sound:4c-s-彼は歴史研究家として著名です。.mp3]	<b>彼は歴史研究家として著名です。</b> <br> ほいくしはこどものせわをします。 <br><br> (研究家) <br> The childcare worker takes care of the children.
[sound:4c-s-保育士は子供の世話をします。.mp3]	<b>保育士は子供の世話をします。</b> <br> きぎょうはさいのうのいくせいにちからをいれています。 <br><br> (保育) <br> Companies are focusing on talent development.
[sound:4c-s-企業は才能の育成に力を入れています。.mp3]	<b>企業は才能の育成に力を入れています。</b> <br> かれはとうきょうでそだちました。 <br><br> (育成) <br> He grew up in Tokyo.
[sound:4c-s-彼は東京で育ちました。.mp3]	<b>彼は東京で育ちました。</b> <br> どうぶつえんではめずらしいどうぶつのしいくがおこなわれています。 <br><br> (育ち) <br> The zoo is breeding rare animals.
[sound:4c-s-動物園では珍しい動物の飼育が行われています。.mp3]	<b>動物園では珍しい動物の飼育が行われています。</b> <br> かいぎにはぜんいんがしゅっせきしました。 <br><br> (飼育) <br> Everyone attended the meeting.
[sound:4c-s-会議には全員が出席しました。.mp3]	<b>会議には全員が出席しました。</b> <br> かれはいちだせきにおいてほーむらんをうちました。 <br><br> (出席) <br> He hit a home run in one at-bat.
[sound:4c-s-彼は一打席においてホームランを打ちました。.mp3]	<b>彼は一打席においてホームランを打ちました。</b> <br> せきじょうですぴーちがおこなわれました。 <br><br> (打席) <br> A speech was made at the venue.
[sound:4c-s-席上でスピーチが行われました。.mp3]	<b>席上でスピーチが行われました。</b> <br> かいぎにどうせきさせていただきます。 <br><br> (席上) <br> I will attend the meeting with you.
[sound:4c-s-会議に同席させていただきます。.mp3]	<b>会議に同席させていただきます。</b> <br> うんゆぎょうかいはけいざいのきばんです。 <br><br> (同席) <br> The transportation industry is the backbone of the economy.
[sound:4c-s-運輸業界は経済の基盤です。.mp3]	<b>運輸業界は経済の基盤です。</b> <br> うんゆしょうはこうつうせいさくをたんとうしています。 <br><br> (運輸) <br> The Ministry of Transport is responsible for transportation policies.
[sound:4c-s-運輸省は交通政策を担当しています。.mp3]	<b>運輸省は交通政策を担当しています。</b> <br> きんゆそちがこくさいてきにかされました。 <br><br> (運輸省) <br> An embargo was imposed internationally.
[sound:4c-s-禁輸措置が国際的に課されました。.mp3]	<b>禁輸措置が国際的に課されました。</b> <br> みつゆはじゅうだいなはんざいです。 <br><br> (禁輸) <br> Smuggling is a serious crime.
[sound:4c-s-密輸は重大な犯罪です。.mp3]	<b>密輸は重大な犯罪です。</b> <br> かれはさくねんほうちゅうし、じゅうようなかいだんをおこいました。 <br><br> (密輸) <br> He visited China last year and held important talks.
[sound:4c-s-彼は昨年訪中し、重要な会談を行いました。.mp3]	<b>彼は昨年訪中し、重要な会談を行いました。</b> <br> だいとうりょうはほうべいちゅうにじゅうようなえんぜつをおこいました。 <br><br> (訪中) <br> The president gave an important speech during his visit to the U.S.
[sound:4c-s-大統領は訪米中に重要な演説を行いました。.mp3]	<b>大統領は訪米中に重要な演説を行いました。</b> <br> かれはれきほうちゅうにおおくのくにをおとずれました。 <br><br> (訪米) <br> He visited many countries during his world tour.
[sound:4c-s-彼は歴訪中に多くの国を訪れました。.mp3]	<b>彼は歴訪中に多くの国を訪れました。</b> <br> はるのおとずれをかんじます。 <br><br> (歴訪) <br> I feel the arrival of spring.
[sound:4c-s-春の訪れを感じます。.mp3]	<b>春の訪れを感じます。</b> <br> かれはおおくのがっきをえんそうできます。 <br><br> (訪れ) <br> He can play many musical instruments.
[sound:4c-s-彼は多くの楽器を演奏できます。.mp3]	<b>彼は多くの楽器を演奏できます。</b> <br> おんがくくらぶはまいしゅうれんしゅうしています。 <br><br> (楽器) <br> The music club practices every week.
[sound:4c-s-音楽倶楽部は毎週練習しています。.mp3]	<b>音楽倶楽部は毎週練習しています。</b> <br> えいがはひとびとのごらくのひとつです。 <br><br> (倶楽部) <br> Movies are one of people's forms of entertainment.
[sound:4c-s-映画は人々の娯楽の一つです。.mp3]	<b>映画は人々の娯楽の一つです。</b> <br> のうがくはにほんのでんとうてきなぶたいげいじゅつです。 <br><br> (娯楽) <br> Noh is a traditional Japanese performing art.
[sound:4c-s-能楽は日本の伝統的な舞台芸術です。.mp3]	<b>能楽は日本の伝統的な舞台芸術です。</b> <br> おおきなじしんがおこりました。 <br><br> (能楽) <br> A big earthquake occurred.
[sound:4c-s-大きな地震が起こりました。.mp3]	<b>大きな地震が起こりました。</b> <br> もんだいをていきして、かいけつさくをぎろんしました。 <br><br> (起こる) <br> We raised the issue and discussed possible solutions.
[sound:4c-s-問題を提起して、解決策を議論しました。.mp3]	<b>問題を提起して、解決策を議論しました。</b> <br> かれはやっきになってもんだいをかいけつしようとしました。 <br><br> (提起) <br> He desperately tried to solve the problem.
[sound:4c-s-彼は躍起になって問題を解決しようとしました。.mp3]	<b>彼は躍起になって問題を解決しようとしました。</b> <br> けっきしゅうかいがかいさいされました。 <br><br> (躍起) <br> A rally for action was held.
[sound:4c-s-決起集会が開催されました。.mp3]	<b>決起集会が開催されました。</b> <br> すうまんのひとびとがあつまりました。 <br><br> (決起) <br> Tens of thousands of people gathered.
[sound:4c-s-数万の人々が集まりました。.mp3]	<b>数万の人々が集まりました。</b> <br> ばんりのちょうじょうをみにいきました。 <br><br> (数万) <br> I went to see the Great Wall of China.
[sound:4c-s-万里の長城を見に行きました。.mp3]	<b>万里の長城を見に行きました。</b> <br> このつーるはばんのうです。 <br><br> (万里) <br> This tool is versatile.
[sound:4c-s-このツールは万能です。.mp3]	<b>このツールは万能です。</b> <br> まんいちのためにそなえておくべきです。 <br><br> (万能) <br> You should be prepared just in case.
[sound:4c-s-万一のために備えておくべきです。.mp3]	<b>万一のために備えておくべきです。</b> <br> せいじかときぎょうのゆちゃくがもんだいしされています。 <br><br> (万一) <br> The collusion between politicians and corporations is being criticized.
[sound:4c-s-政治家と企業の癒着が問題視されています。.mp3]	<b>政治家と企業の癒着が問題視されています。</b> <br> きょうはあたらしいじゃけっとをきました。 <br><br> (癒着) <br> I wore a new jacket today.
[sound:4c-s-今日は新しいジャケットを着ました。.mp3]	<b>今日は新しいジャケットを着ました。</b> <br> このぷろじぇくとはらいげつからちゃっこうします。 <br><br> (着る) <br> Construction for this project will begin next month.
[sound:4c-s-このプロジェクトは来月から着工します。.mp3]	<b>このプロジェクトは来月から着工します。</b> <br> ひこうきはぶじにちゃくりくしました。 <br><br> (着工) <br> The airplane landed safely.
[sound:4c-s-飛行機は無事に着陸しました。.mp3]	<b>飛行機は無事に着陸しました。</b> <br> かれはくるまにわたしをのせてくれました。 <br><br> (着陸) <br> He gave me a ride in his car.
[sound:4c-s-彼は車に私を乗せてくれました。.mp3]	<b>彼は車に私を乗せてくれました。</b> <br> ひこうきのじょういんはぜんいんぶじでした。 <br><br> (乗せる) <br> All the crew members of the plane were safe.
[sound:4c-s-飛行機の乗員は全員無事でした。.mp3]	<b>飛行機の乗員は全員無事でした。</b> <br> ふねののりくみいんはくんれんをうけています。 <br><br> (乗員) <br> The ship’s crew is undergoing training.
[sound:4c-s-船の乗組員は訓練を受けています。.mp3]	<b>船の乗組員は訓練を受けています。</b> <br> おなじくるまにあいのりしてかいしゃにいきます。 <br><br> (乗組員) <br> I carpool with others to work.
[sound:4c-s-同じ車に相乗りして会社に行きます。.mp3]	<b>同じ車に相乗りして会社に行きます。</b> <br> あたらしいてんぽがえきまえにおーぷんしました。 <br><br> (相乗り) <br> A new store opened in front of the station.
[sound:4c-s-新しい店舗が駅前にオープンしました。.mp3]	<b>新しい店舗が駅前にオープンしました。</b> <br> しょうてんがいでかいものをしました。 <br><br> (店舗) <br> I went shopping in the shopping district.
[sound:4c-s-商店街で買い物をしました。.mp3]	<b>商店街で買い物をしました。</b> <br> てんとうであたらしいしょうひんがならんでいます。 <br><br> (商店) <br> New products are displayed at the storefront.
[sound:4c-s-店頭で新しい商品が並んでいます。.mp3]	<b>店頭で新しい商品が並んでいます。</b> <br> このぶらんどのほんてんはにゅーよーくにあります。 <br><br> (店頭) <br> The headquarters of this brand is in New York.
[sound:4c-s-このブランドの本店はニューヨークにあります。.mp3]	<b>このブランドの本店はニューヨークにあります。</b> <br> かれはそのもんだいについてこうじゅつしました。 <br><br> (本店) <br> He made a public statement about the issue.
[sound:4c-s-彼はその問題について公述しました。.mp3]	<b>彼はその問題について公述しました。</b> <br> かれはおおくのほんをちょじゅつしています。 <br><br> (公述) <br> He has written many books.
[sound:4c-s-彼は多くの本を著述しています。.mp3]	<b>彼は多くの本を著述しています。</b> <br> ぜんじゅつのとおり、このもんだいはじゅうようです。 <br><br> (著述) <br> As mentioned earlier, this issue is important.
[sound:4c-s-前述の通り、この問題は重要です。.mp3]	<b>前述の通り、この問題は重要です。</b> <br> かれはもんだいをしょうじゅつしました。 <br><br> (前述) <br> He provided a detailed explanation of the problem.
[sound:4c-s-彼は問題を詳述しました。.mp3]	<b>彼は問題を詳述しました。</b> <br> しけんにごうかくできなくてざんねんです。 <br><br> (詳述) <br> I’m disappointed that I didn’t pass the exam.
[sound:4c-s-試験に合格できなくて残念です。.mp3]	<b>試験に合格できなくて残念です。</b> <br> かれはちーむにざんりゅうすることをけっていしました。 <br><br> (残念) <br> He decided to remain with the team.
[sound:4c-s-彼はチームに残留することを決定しました。.mp3]	<b>彼はチームに残留することを決定しました。</b> <br> ぎんこうのざんだかをかくにんしました。 <br><br> (残留) <br> I checked my bank balance.
[sound:4c-s-銀行の残高を確認しました。.mp3]	<b>銀行の残高を確認しました。</b> <br> きょうはざんぎょうがおおかったです。 <br><br> (残高) <br> I had a lot of overtime today.
[sound:4c-s-今日は残業が多かったです。.mp3]	<b>今日は残業が多かったです。</b> <br> えいがをみたあとのかんそうをきかせてください。 <br><br> (残業) <br> Please tell me your thoughts after watching the movie.
[sound:4c-s-映画を見た後の感想を聞かせてください。.mp3]	<b>映画を見た後の感想を聞かせてください。</b> <br> かれのはっそうはとてもゆにーくです。 <br><br> (感想) <br> His idea is very unique.
[sound:4c-s-彼の発想はとてもユニークです。.mp3]	<b>彼の発想はとてもユニークです。</b> <br> りそうのせいかつをおくるためにどりょくしています。 <br><br> (発想) <br> I am working hard to live my ideal life.
[sound:4c-s-理想の生活を送るために努力しています。.mp3]	<b>理想の生活を送るために努力しています。</b> <br> このけしきはそうぞういじょうにうつくしいです。 <br><br> (理想) <br> This view is even more beautiful than I imagined.
[sound:4c-s-この景色は想像以上に美しいです。.mp3]	<b>この景色は想像以上に美しいです。</b> <br> だせんがぜっこうちょうです。 <br><br> (想像) <br> The batting lineup is in great form.
[sound:4c-s-打線が絶好調です。.mp3]	<b>打線が絶好調です。</b> <br> せんせんがげっかしています。 <br><br> (打線) <br> The front lines are intensifying.
[sound:4c-s-戦線が激化しています。.mp3]	<b>戦線が激化しています。</b> <br> さんじゅうはちどせんはちょうせんはんとうをわけるきょうかいせんです。 <br><br> (戦線) <br> The 38th parallel is the dividing line on the Korean Peninsula.
[sound:4c-s-三十八度線は朝鮮半島を分ける境界線です。.mp3]	<b>三十八度線は朝鮮半島を分ける境界線です。</b> <br> むせんつうしんがあんていしています。 <br><br> (三十八度線) <br> Wireless communication is stable.
